"kpi_id","mandant","mandant_name","branche","wert"
11,33028,"Hüma Pieper GmbH & Co. KG","21 Energiewirtschaft",191.2048
11,34092,"Mitra Siegert AG","21 Energiewirtschaft",169.8801
11,34097,"Madiha Hannemann GmbH","21 Energiewirtschaft",19.3043
11,34100,"Florentine Häcker AG","21 Energiewirtschaft",79.1405
11,34168,"Constance Birner AG","21 Energiewirtschaft",23.2759
11,34170,"Jaziba Kösters GmbH & Co. KG","21 Energiewirtschaft",133.8286
11,34171,"Helen Pech GmbH & Co. KG","21 Energiewirtschaft",35.2144
11,34172,"Gönül Freier GmbH","21 Energiewirtschaft",11.5766
11,36245,"Adjera Dittmar GmbH & Co. KG","21 Energiewirtschaft",46.5151
11,36548,"Halima Ernst GmbH","21 Energiewirtschaft",36.7724
11,36997,"Prisca Euler GmbH & Co. KG","21 Energiewirtschaft",64.9552
11,27786,"Yanara Geissler GmbH","21 Energiewirtschaft",116.3667
11,30990,"Emeraude Schmitz GmbH & Co. KG","21 Energiewirtschaft",599.7738
11,33674,"Fearne Röll GmbH & Co. KG","21 Energiewirtschaft",62.5017
11,28237,"Almendra Graß GmbH","21 Energiewirtschaft",54.4907
11,31225,"Verena Jäschke AG","21 Energiewirtschaft",77.4695
11,62051,"Kelly Brandl AG","21 Energiewirtschaft",46.6432
11,62707,"Insa Becher GmbH","21 Energiewirtschaft",157.8414
11,42835,"Milena Menzel GmbH","21 Energiewirtschaft",13.972
11,41215,"Hatice Pahl AG","21 Energiewirtschaft",22.3804
11,48552,"Evin Voigtländer GmbH & Co. KG","21 Energiewirtschaft",62.3945
11,40120,"Hasan Klages AG","21 Energiewirtschaft",28.2895
11,45524,"Omobolale Scheu AG","21 Energiewirtschaft",41.0176
11,204534,"Emilija Funke GmbH & Co. KG","21 Energiewirtschaft",65.0662
11,50501,"Agnes Hauber GmbH & Co. KG","21 Energiewirtschaft",66.0481
11,51366,"Liora Timmermann GmbH","21 Energiewirtschaft",60.1404
3,64914,"Zilan Sorge GmbH","21 Energiewirtschaft",0.3055
3,66504,"Nanda Häuser GmbH","21 Energiewirtschaft",0.0315
3,66688,"Elif Luft GmbH & Co. KG","21 Energiewirtschaft",-3.8318
3,66996,"Yankova Mang GmbH & Co. KG","21 Energiewirtschaft",0.0575
3,66998,"Moris Noack GmbH","21 Energiewirtschaft",0.2663
3,67028,"Hüma Ostermann AG","21 Energiewirtschaft",0.77
3,67029,"Firdevs Oldenburg AG","21 Energiewirtschaft",0.2246
3,67032,"Riva Hauer AG","21 Energiewirtschaft",0.1504
3,67033,"Norina Jordan GmbH","21 Energiewirtschaft",0.3693
3,67034,"Liv Kaul GmbH","21 Energiewirtschaft",0.3896
3,67035,"Solea Dörr GmbH & Co. KG","21 Energiewirtschaft",0.3666
3,67142,"Eliyana Michael AG","21 Energiewirtschaft",-0.2075
3,67143,"Ilda Matz AG","21 Energiewirtschaft",0.2606
3,67144,"Nora Jablonski GmbH & Co. KG","21 Energiewirtschaft",0.3279
3,67146,"Nooriya Burk GmbH & Co. KG","21 Energiewirtschaft",0.4116
3,67149,"Nelly Heinig GmbH","21 Energiewirtschaft",-0.2528
3,67150,"Thi Dewald GmbH & Co. KG","21 Energiewirtschaft",0.2584
3,11347,"Sibela Reinhard AG","21 Energiewirtschaft",-9.6146
3,2244,"Leila Borowski GmbH","21 Energiewirtschaft",0.0251
3,2684,"Anne Mahn GmbH & Co. KG","21 Energiewirtschaft",0.1465
3,1298,"Maherzia Eckert AG","21 Energiewirtschaft",1.1051
3,3946,"Agrippina Sturm AG","21 Energiewirtschaft",0.0654
3,63699,"Dadze Bröker AG","21 Energiewirtschaft",0.0279
3,57786,"Emaan Stöver GmbH","21 Energiewirtschaft",0.0336
3,17962,"Giusi Brauner GmbH","21 Energiewirtschaft",0.304
3,13660,"Hevin Falk GmbH & Co. KG","21 Energiewirtschaft",0.3417
3,13661,"Han Nelles GmbH & Co. KG","21 Energiewirtschaft",0.5859
3,13662,"Elanor Frühauf GmbH & Co. KG","21 Energiewirtschaft",0.2039
3,13665,"Asenova Brucker GmbH & Co. KG","21 Energiewirtschaft",0.0529
3,13671,"Liz Timmermann AG","21 Energiewirtschaft",0.3321
3,13908,"Esmanur Hartig GmbH","21 Energiewirtschaft",0.3931
3,13910,"Diona Schiffmann GmbH & Co. KG","21 Energiewirtschaft",0.5518
3,13916,"My Seubert AG","21 Energiewirtschaft",0.2345
3,13917,"Miley Wanner GmbH","21 Energiewirtschaft",0.3666
3,13918,"Bentje Marek GmbH","21 Energiewirtschaft",0.3562
3,13919,"Emma Becht GmbH & Co. KG","21 Energiewirtschaft",0.2418
3,13920,"Ege Röhm GmbH","21 Energiewirtschaft",0.5855
3,14840,"Luzie Beetz AG","21 Energiewirtschaft",0.11
3,15693,"Serapsu Löw GmbH","21 Energiewirtschaft",0.0499
3,16326,"Sian Schneider AG","21 Energiewirtschaft",0.3696
3,15868,"Magneta Goebel GmbH & Co. KG","21 Energiewirtschaft",0.17
3,23107,"Fernella Kübler GmbH & Co. KG","21 Energiewirtschaft",0.0528
3,16038,"Aayat Hildebrandt GmbH & Co. KG","21 Energiewirtschaft",-10.311
3,16039,"Fouda Siegel AG","21 Energiewirtschaft",0.1588
3,16625,"Noemi Faust GmbH","21 Energiewirtschaft",0.0427
3,16629,"Muhammed Wachter GmbH","21 Energiewirtschaft",-1.4881
3,16630,"Madeliene Mau AG","21 Energiewirtschaft",0.0303
3,16694,"Eldana Strauss GmbH & Co. KG","21 Energiewirtschaft",0.1913
3,22357,"Sefa Ketterer GmbH & Co. KG","21 Energiewirtschaft",0.0563
3,27406,"Zineta Beller GmbH & Co. KG","21 Energiewirtschaft",-0.0051
3,30519,"Inge Wendt GmbH","21 Energiewirtschaft",0.1116
3,35052,"Noé Exner GmbH & Co. KG","21 Energiewirtschaft",-10.874
3,31213,"Julie Lachmann GmbH & Co. KG","21 Energiewirtschaft",-0.0798
3,33911,"Haffsa-Arij Hecker GmbH","21 Energiewirtschaft",0.3481
3,30121,"Donata Weiland AG","21 Energiewirtschaft",0.2369
3,32568,"Karline Burkhardt GmbH & Co. KG","21 Energiewirtschaft",0.0779
3,32569,"Mia-Sophia Krawczyk AG","21 Energiewirtschaft",0.1449
3,32571,"Kristin Hackl GmbH","21 Energiewirtschaft",0.4656
3,32573,"Bernadette Sautter GmbH","21 Energiewirtschaft",1.1109
3,32574,"Sorina Dose GmbH","21 Energiewirtschaft",0.1605
3,32575,"Felina Gruhn GmbH","21 Energiewirtschaft",0.0421
3,32576,"Lottje Blume AG","21 Energiewirtschaft",0.043
3,32578,"Elein Sauer AG","21 Energiewirtschaft",0.0549
3,32579,"Asiye Bühner GmbH","21 Energiewirtschaft",0.4095
3,32716,"Yeliz Heßler AG","21 Energiewirtschaft",0.4182
3,32719,"Fechi Weitz GmbH & Co. KG","21 Energiewirtschaft",0.4738
3,32722,"Nermin Haimerl GmbH & Co. KG","21 Energiewirtschaft",0.2749
3,33028,"Hüma Pieper GmbH & Co. KG","21 Energiewirtschaft",-0.6568
3,33683,"Emiliya Linde GmbH","21 Energiewirtschaft",0.9112
3,34092,"Mitra Siegert AG","21 Energiewirtschaft",0.0743
3,34096,"Siber Hauber GmbH & Co. KG","21 Energiewirtschaft",1.0341
3,34097,"Madiha Hannemann GmbH","21 Energiewirtschaft",0.155
3,34100,"Florentine Häcker AG","21 Energiewirtschaft",0.1901
3,34101,"Maedot Klier GmbH & Co. KG","21 Energiewirtschaft",0.3088
3,34168,"Constance Birner AG","21 Energiewirtschaft",0.1441
3,34170,"Jaziba Kösters GmbH & Co. KG","21 Energiewirtschaft",0.1676
3,34171,"Helen Pech GmbH & Co. KG","21 Energiewirtschaft",0.2358
3,34172,"Gönül Freier GmbH","21 Energiewirtschaft",0.1303
3,34173,"Mercy Küster GmbH & Co. KG","21 Energiewirtschaft",0.1105
3,35564,"Duaa Kluth AG","21 Energiewirtschaft",0.1397
3,36245,"Adjera Dittmar GmbH & Co. KG","21 Energiewirtschaft",0.2194
3,36548,"Halima Ernst GmbH","21 Energiewirtschaft",-0.3504
3,36833,"Eleya Bertsch GmbH & Co. KG","21 Energiewirtschaft",0.0474
3,36997,"Prisca Euler GmbH & Co. KG","21 Energiewirtschaft",0.0572
3,27786,"Yanara Geissler GmbH","21 Energiewirtschaft",0.2277
3,30990,"Emeraude Schmitz GmbH & Co. KG","21 Energiewirtschaft",0.0471
3,33674,"Fearne Röll GmbH & Co. KG","21 Energiewirtschaft",0.0726
3,34926,"Clara Jobst GmbH","21 Energiewirtschaft",0.1101
3,27858,"Mavi Bröcker GmbH","21 Energiewirtschaft",0.0898
3,28237,"Almendra Graß GmbH","21 Energiewirtschaft",0.1446
3,31225,"Verena Jäschke AG","21 Energiewirtschaft",-0.954
3,31420,"Elisabetha Frahm GmbH","21 Energiewirtschaft",-1.2063
3,31421,"Mehriban Püschel AG","21 Energiewirtschaft",0.3718
3,62051,"Kelly Brandl AG","21 Energiewirtschaft",-0.0883
3,62087,"Shaili Kirchhoff GmbH","21 Energiewirtschaft",0.014
3,62088,"Yana Breit GmbH & Co. KG","21 Energiewirtschaft",0.0938
3,62707,"Insa Becher GmbH","21 Energiewirtschaft",-0.1512
3,65802,"Salimah Rathmann GmbH","21 Energiewirtschaft",0.0879
3,42835,"Milena Menzel GmbH","21 Energiewirtschaft",0.1016
3,46858,"Seyedeh Ruth GmbH","21 Energiewirtschaft",0.0318
3,41215,"Hatice Pahl AG","21 Energiewirtschaft",-0.4872
3,67541,"Simina Kloß GmbH & Co. KG","21 Energiewirtschaft",0.085
3,67542,"Sawyer Würfel GmbH","21 Energiewirtschaft",0.0663
3,48552,"Evin Voigtländer GmbH & Co. KG","21 Energiewirtschaft",0.0546
3,40120,"Hasan Klages AG","21 Energiewirtschaft",0.2453
3,45351,"Ilef Ruhland AG","21 Energiewirtschaft",0.2062
3,45524,"Omobolale Scheu AG","21 Energiewirtschaft",0.2097
3,67546,"Livia Radloff GmbH","21 Energiewirtschaft",0.1068
3,68005,"Jule Hülsmann GmbH & Co. KG","21 Energiewirtschaft",0.0943
3,204534,"Emilija Funke GmbH & Co. KG","21 Energiewirtschaft",0.0704
3,49039,"Ziba Rasche GmbH","21 Energiewirtschaft",0.0289
3,50501,"Agnes Hauber GmbH & Co. KG","21 Energiewirtschaft",0.0496
3,51366,"Liora Timmermann GmbH","21 Energiewirtschaft",0.1971
3,54479,"Julie-Margó Lentz GmbH","21 Energiewirtschaft",0.1625
3,54908,"Fatou Wachter GmbH & Co. KG","21 Energiewirtschaft",0.4187
20,64914,"Zilan Sorge GmbH","21 Energiewirtschaft",0.2656
20,66504,"Nanda Häuser GmbH","21 Energiewirtschaft",0.0388
20,66688,"Elif Luft GmbH & Co. KG","21 Energiewirtschaft",-3.6397
20,66996,"Yankova Mang GmbH & Co. KG","21 Energiewirtschaft",0.0071
20,66998,"Moris Noack GmbH","21 Energiewirtschaft",0.1607
20,67028,"Hüma Ostermann AG","21 Energiewirtschaft",0.5635
20,67029,"Firdevs Oldenburg AG","21 Energiewirtschaft",0.1307
20,67032,"Riva Hauer AG","21 Energiewirtschaft",0.0576
20,67033,"Norina Jordan GmbH","21 Energiewirtschaft",0.1279
20,67034,"Liv Kaul GmbH","21 Energiewirtschaft",0.1245
20,67035,"Solea Dörr GmbH & Co. KG","21 Energiewirtschaft",0.1856
20,67142,"Eliyana Michael AG","21 Energiewirtschaft",-0.3952
20,67143,"Ilda Matz AG","21 Energiewirtschaft",0.1537
20,67144,"Nora Jablonski GmbH & Co. KG","21 Energiewirtschaft",0.097
20,67146,"Nooriya Burk GmbH & Co. KG","21 Energiewirtschaft",0.1286
20,67149,"Nelly Heinig GmbH","21 Energiewirtschaft",-0.2993
20,67150,"Thi Dewald GmbH & Co. KG","21 Energiewirtschaft",0.0758
20,11347,"Sibela Reinhard AG","21 Energiewirtschaft",-9.534
20,2244,"Leila Borowski GmbH","21 Energiewirtschaft",-0.0124
20,2684,"Anne Mahn GmbH & Co. KG","21 Energiewirtschaft",0.0565
20,1298,"Maherzia Eckert AG","21 Energiewirtschaft",1.0152
20,3946,"Agrippina Sturm AG","21 Energiewirtschaft",0.0257
20,63699,"Dadze Bröker AG","21 Energiewirtschaft",-0.008
20,57786,"Emaan Stöver GmbH","21 Energiewirtschaft",-0.0093
20,17962,"Giusi Brauner GmbH","21 Energiewirtschaft",1.4113
20,13660,"Hevin Falk GmbH & Co. KG","21 Energiewirtschaft",0.1626
20,13661,"Han Nelles GmbH & Co. KG","21 Energiewirtschaft",0.3966
20,13662,"Elanor Frühauf GmbH & Co. KG","21 Energiewirtschaft",0.1365
20,13665,"Asenova Brucker GmbH & Co. KG","21 Energiewirtschaft",0.0301
20,13671,"Liz Timmermann AG","21 Energiewirtschaft",0.154
20,13908,"Esmanur Hartig GmbH","21 Energiewirtschaft",0.2151
20,13910,"Diona Schiffmann GmbH & Co. KG","21 Energiewirtschaft",0.3934
20,13916,"My Seubert AG","21 Energiewirtschaft",0.1296
20,13917,"Miley Wanner GmbH","21 Energiewirtschaft",0.1607
20,13918,"Bentje Marek GmbH","21 Energiewirtschaft",0.0737
20,13919,"Emma Becht GmbH & Co. KG","21 Energiewirtschaft",0.1416
20,13920,"Ege Röhm GmbH","21 Energiewirtschaft",0.4109
20,14840,"Luzie Beetz AG","21 Energiewirtschaft",0.0473
20,15693,"Serapsu Löw GmbH","21 Energiewirtschaft",0.0018
20,16326,"Sian Schneider AG","21 Energiewirtschaft",0.6295
20,15868,"Magneta Goebel GmbH & Co. KG","21 Energiewirtschaft",0.0999
20,23107,"Fernella Kübler GmbH & Co. KG","21 Energiewirtschaft",0.0298
20,16038,"Aayat Hildebrandt GmbH & Co. KG","21 Energiewirtschaft",-9.9365
20,16039,"Fouda Siegel AG","21 Energiewirtschaft",0.0945
20,16625,"Noemi Faust GmbH","21 Energiewirtschaft",0.0111
20,16629,"Muhammed Wachter GmbH","21 Energiewirtschaft",20.3263
20,16630,"Madeliene Mau AG","21 Energiewirtschaft",-0.0061
20,16694,"Eldana Strauss GmbH & Co. KG","21 Energiewirtschaft",0.1616
20,22357,"Sefa Ketterer GmbH & Co. KG","21 Energiewirtschaft",0.0176
20,27406,"Zineta Beller GmbH & Co. KG","21 Energiewirtschaft",-0.0861
20,30519,"Inge Wendt GmbH","21 Energiewirtschaft",0.0534
20,35052,"Noé Exner GmbH & Co. KG","21 Energiewirtschaft",80.3151
20,31213,"Julie Lachmann GmbH & Co. KG","21 Energiewirtschaft",-0.1281
20,33911,"Haffsa-Arij Hecker GmbH","21 Energiewirtschaft",0.2088
20,30121,"Donata Weiland AG","21 Energiewirtschaft",0.1518
20,32568,"Karline Burkhardt GmbH & Co. KG","21 Energiewirtschaft",0.0424
20,32569,"Mia-Sophia Krawczyk AG","21 Energiewirtschaft",0.144
20,32571,"Kristin Hackl GmbH","21 Energiewirtschaft",0.2537
20,32573,"Bernadette Sautter GmbH","21 Energiewirtschaft",0.7952
20,32574,"Sorina Dose GmbH","21 Energiewirtschaft",0.1055
20,32575,"Felina Gruhn GmbH","21 Energiewirtschaft",-0.0035
20,32576,"Lottje Blume AG","21 Energiewirtschaft",0.0038
20,32578,"Elein Sauer AG","21 Energiewirtschaft",0.0146
20,32579,"Asiye Bühner GmbH","21 Energiewirtschaft",0.1641
20,32716,"Yeliz Heßler AG","21 Energiewirtschaft",0.2936
20,32719,"Fechi Weitz GmbH & Co. KG","21 Energiewirtschaft",0.3242
20,32722,"Nermin Haimerl GmbH & Co. KG","21 Energiewirtschaft",0.2048
20,33028,"Hüma Pieper GmbH & Co. KG","21 Energiewirtschaft",0.5224
20,33683,"Emiliya Linde GmbH","21 Energiewirtschaft",0.7051
20,34092,"Mitra Siegert AG","21 Energiewirtschaft",0.0164
20,34096,"Siber Hauber GmbH & Co. KG","21 Energiewirtschaft",0.7751
20,34097,"Madiha Hannemann GmbH","21 Energiewirtschaft",0.083
20,34100,"Florentine Häcker AG","21 Energiewirtschaft",0.0515
20,34101,"Maedot Klier GmbH & Co. KG","21 Energiewirtschaft",0.1274
20,34168,"Constance Birner AG","21 Energiewirtschaft",-0.0909
20,34170,"Jaziba Kösters GmbH & Co. KG","21 Energiewirtschaft",-0.0395
20,34171,"Helen Pech GmbH & Co. KG","21 Energiewirtschaft",0.0666
20,34172,"Gönül Freier GmbH","21 Energiewirtschaft",-0.1724
20,34173,"Mercy Küster GmbH & Co. KG","21 Energiewirtschaft",-0.1985
20,35564,"Duaa Kluth AG","21 Energiewirtschaft",0.1031
20,36245,"Adjera Dittmar GmbH & Co. KG","21 Energiewirtschaft",0.1553
20,36548,"Halima Ernst GmbH","21 Energiewirtschaft",-0.3117
20,36833,"Eleya Bertsch GmbH & Co. KG","21 Energiewirtschaft",0.0114
20,36997,"Prisca Euler GmbH & Co. KG","21 Energiewirtschaft",0.0079
20,27786,"Yanara Geissler GmbH","21 Energiewirtschaft",0.1914
20,30990,"Emeraude Schmitz GmbH & Co. KG","21 Energiewirtschaft",0.0038
20,33674,"Fearne Röll GmbH & Co. KG","21 Energiewirtschaft",0.0447
20,34926,"Clara Jobst GmbH","21 Energiewirtschaft",0.0474
20,27858,"Mavi Bröcker GmbH","21 Energiewirtschaft",0.0335
20,28237,"Almendra Graß GmbH","21 Energiewirtschaft",0.0961
20,31225,"Verena Jäschke AG","21 Energiewirtschaft",-1.0237
20,31420,"Elisabetha Frahm GmbH","21 Energiewirtschaft",-91.9155
20,31421,"Mehriban Püschel AG","21 Energiewirtschaft",-51.3362
20,62051,"Kelly Brandl AG","21 Energiewirtschaft",-0.1244
20,62087,"Shaili Kirchhoff GmbH","21 Energiewirtschaft",-0.0246
20,62088,"Yana Breit GmbH & Co. KG","21 Energiewirtschaft",0.0215
20,62707,"Insa Becher GmbH","21 Energiewirtschaft",-0.1848
20,65802,"Salimah Rathmann GmbH","21 Energiewirtschaft",0.0513
20,42835,"Milena Menzel GmbH","21 Energiewirtschaft",0.0688
20,46858,"Seyedeh Ruth GmbH","21 Energiewirtschaft",-0.0075
20,41215,"Hatice Pahl AG","21 Energiewirtschaft",-0.5041
20,67541,"Simina Kloß GmbH & Co. KG","21 Energiewirtschaft",0.035
20,67542,"Sawyer Würfel GmbH","21 Energiewirtschaft",0.021
20,48552,"Evin Voigtländer GmbH & Co. KG","21 Energiewirtschaft",0.0073
20,40120,"Hasan Klages AG","21 Energiewirtschaft",-0.0081
20,45351,"Ilef Ruhland AG","21 Energiewirtschaft",0.1172
20,45524,"Omobolale Scheu AG","21 Energiewirtschaft",0.1198
20,67546,"Livia Radloff GmbH","21 Energiewirtschaft",0.0686
20,68005,"Jule Hülsmann GmbH & Co. KG","21 Energiewirtschaft",0.0175
20,204534,"Emilija Funke GmbH & Co. KG","21 Energiewirtschaft",0.0095
20,49039,"Ziba Rasche GmbH","21 Energiewirtschaft",-0.0065
20,50501,"Agnes Hauber GmbH & Co. KG","21 Energiewirtschaft",0.0092
20,51366,"Liora Timmermann GmbH","21 Energiewirtschaft",0.1143
20,54479,"Julie-Margó Lentz GmbH","21 Energiewirtschaft",-0.5164
20,54908,"Fatou Wachter GmbH & Co. KG","21 Energiewirtschaft",0.1497
23,64914,"Zilan Sorge GmbH","21 Energiewirtschaft",0.0444
23,66504,"Nanda Häuser GmbH","21 Energiewirtschaft",-0.0229
23,66688,"Elif Luft GmbH & Co. KG","21 Energiewirtschaft",0.9665
23,66996,"Yankova Mang GmbH & Co. KG","21 Energiewirtschaft",0.0298
23,66998,"Moris Noack GmbH","21 Energiewirtschaft",0.0386
23,67028,"Hüma Ostermann AG","21 Energiewirtschaft",3e-04
23,67029,"Firdevs Oldenburg AG","21 Energiewirtschaft",-0.0188
23,67032,"Riva Hauer AG","21 Energiewirtschaft",0.0918
23,67033,"Norina Jordan GmbH","21 Energiewirtschaft",0.1921
23,67034,"Liv Kaul GmbH","21 Energiewirtschaft",0.149
23,67035,"Solea Dörr GmbH & Co. KG","21 Energiewirtschaft",0.0408
23,67142,"Eliyana Michael AG","21 Energiewirtschaft",0.1838
23,67143,"Ilda Matz AG","21 Energiewirtschaft",-0.0178
23,67144,"Nora Jablonski GmbH & Co. KG","21 Energiewirtschaft",0.0485
23,67146,"Nooriya Burk GmbH & Co. KG","21 Energiewirtschaft",0.0711
23,67149,"Nelly Heinig GmbH","21 Energiewirtschaft",0.2822
23,67150,"Thi Dewald GmbH & Co. KG","21 Energiewirtschaft",0.0881
23,11347,"Sibela Reinhard AG","21 Energiewirtschaft",0.3405
23,2244,"Leila Borowski GmbH","21 Energiewirtschaft",0.0576
23,2684,"Anne Mahn GmbH & Co. KG","21 Energiewirtschaft",0.0092
23,1298,"Maherzia Eckert AG","21 Energiewirtschaft",4.7821
23,3946,"Agrippina Sturm AG","21 Energiewirtschaft",-0.0231
23,63699,"Dadze Bröker AG","21 Energiewirtschaft",-0.0288
23,57786,"Emaan Stöver GmbH","21 Energiewirtschaft",-0.026
23,17962,"Giusi Brauner GmbH","21 Energiewirtschaft",0.7429
23,13660,"Hevin Falk GmbH & Co. KG","21 Energiewirtschaft",0.1639
23,13661,"Han Nelles GmbH & Co. KG","21 Energiewirtschaft",0.1202
23,13662,"Elanor Frühauf GmbH & Co. KG","21 Energiewirtschaft",-0.0231
23,13665,"Asenova Brucker GmbH & Co. KG","21 Energiewirtschaft",0.0048
23,13671,"Liz Timmermann AG","21 Energiewirtschaft",0.0755
23,13908,"Esmanur Hartig GmbH","21 Energiewirtschaft",0.0903
23,13910,"Diona Schiffmann GmbH & Co. KG","21 Energiewirtschaft",0.0747
23,13916,"My Seubert AG","21 Energiewirtschaft",0.0421
23,13917,"Miley Wanner GmbH","21 Energiewirtschaft",0.113
23,13918,"Bentje Marek GmbH","21 Energiewirtschaft",0.0702
23,13919,"Emma Becht GmbH & Co. KG","21 Energiewirtschaft",0.186
23,13920,"Ege Röhm GmbH","21 Energiewirtschaft",0.0045
23,14840,"Luzie Beetz AG","21 Energiewirtschaft",-0.0261
23,15693,"Serapsu Löw GmbH","21 Energiewirtschaft",-0.0334
23,16326,"Sian Schneider AG","21 Energiewirtschaft",0.2005
23,15868,"Magneta Goebel GmbH & Co. KG","21 Energiewirtschaft",0.0776
23,23107,"Fernella Kübler GmbH & Co. KG","21 Energiewirtschaft",0.1499
23,16038,"Aayat Hildebrandt GmbH & Co. KG","21 Energiewirtschaft",1.7636
23,16039,"Fouda Siegel AG","21 Energiewirtschaft",0.0881
23,16625,"Noemi Faust GmbH","21 Energiewirtschaft",0.1604
23,16629,"Muhammed Wachter GmbH","21 Energiewirtschaft",1.402
23,16630,"Madeliene Mau AG","21 Energiewirtschaft",0.1986
23,16694,"Eldana Strauss GmbH & Co. KG","21 Energiewirtschaft",-0.0309
23,22357,"Sefa Ketterer GmbH & Co. KG","21 Energiewirtschaft",-0.0046
23,27406,"Zineta Beller GmbH & Co. KG","21 Energiewirtschaft",0.0482
23,30519,"Inge Wendt GmbH","21 Energiewirtschaft",0.0222
23,35052,"Noé Exner GmbH & Co. KG","21 Energiewirtschaft",11.111
23,31213,"Julie Lachmann GmbH & Co. KG","21 Energiewirtschaft",0.2854
23,33911,"Haffsa-Arij Hecker GmbH","21 Energiewirtschaft",0.4604
23,30121,"Donata Weiland AG","21 Energiewirtschaft",-0.0229
23,32568,"Karline Burkhardt GmbH & Co. KG","21 Energiewirtschaft",0.0248
23,32569,"Mia-Sophia Krawczyk AG","21 Energiewirtschaft",0.0415
23,32571,"Kristin Hackl GmbH","21 Energiewirtschaft",-0.021
23,32573,"Bernadette Sautter GmbH","21 Energiewirtschaft",9.0434
23,32574,"Sorina Dose GmbH","21 Energiewirtschaft",0.1023
23,32575,"Felina Gruhn GmbH","21 Energiewirtschaft",0.307
23,32576,"Lottje Blume AG","21 Energiewirtschaft",-0.0148
23,32578,"Elein Sauer AG","21 Energiewirtschaft",0.0899
23,32579,"Asiye Bühner GmbH","21 Energiewirtschaft",0.0277
23,32716,"Yeliz Heßler AG","21 Energiewirtschaft",0.3122
23,32719,"Fechi Weitz GmbH & Co. KG","21 Energiewirtschaft",0.029
23,32722,"Nermin Haimerl GmbH & Co. KG","21 Energiewirtschaft",0.9502
23,33028,"Hüma Pieper GmbH & Co. KG","21 Energiewirtschaft",0.5237
23,33683,"Emiliya Linde GmbH","21 Energiewirtschaft",5.4442
23,34092,"Mitra Siegert AG","21 Energiewirtschaft",0.0709
23,34096,"Siber Hauber GmbH & Co. KG","21 Energiewirtschaft",0.1474
23,34097,"Madiha Hannemann GmbH","21 Energiewirtschaft",0.0173
23,34100,"Florentine Häcker AG","21 Energiewirtschaft",0.1181
23,34101,"Maedot Klier GmbH & Co. KG","21 Energiewirtschaft",0.1054
23,34168,"Constance Birner AG","21 Energiewirtschaft",0.0991
23,34170,"Jaziba Kösters GmbH & Co. KG","21 Energiewirtschaft",0.1047
23,34171,"Helen Pech GmbH & Co. KG","21 Energiewirtschaft",0.0902
23,34172,"Gönül Freier GmbH","21 Energiewirtschaft",0.1419
23,34173,"Mercy Küster GmbH & Co. KG","21 Energiewirtschaft",0.1448
23,35564,"Duaa Kluth AG","21 Energiewirtschaft",0.2406
23,36245,"Adjera Dittmar GmbH & Co. KG","21 Energiewirtschaft",0.0464
23,36548,"Halima Ernst GmbH","21 Energiewirtschaft",0.1587
23,36833,"Eleya Bertsch GmbH & Co. KG","21 Energiewirtschaft",0.0118
23,36997,"Prisca Euler GmbH & Co. KG","21 Energiewirtschaft",0.0166
23,27786,"Yanara Geissler GmbH","21 Energiewirtschaft",0.2629
23,30990,"Emeraude Schmitz GmbH & Co. KG","21 Energiewirtschaft",0.8915
23,33674,"Fearne Röll GmbH & Co. KG","21 Energiewirtschaft",0.0953
23,34926,"Clara Jobst GmbH","21 Energiewirtschaft",0.0127
23,27858,"Mavi Bröcker GmbH","21 Energiewirtschaft",0.1429
23,28237,"Almendra Graß GmbH","21 Energiewirtschaft",0.1619
23,31225,"Verena Jäschke AG","21 Energiewirtschaft",0.6392
23,31420,"Elisabetha Frahm GmbH","21 Energiewirtschaft",1.8739
23,31421,"Mehriban Püschel AG","21 Energiewirtschaft",0.1358
23,62051,"Kelly Brandl AG","21 Energiewirtschaft",-0.0125
23,62087,"Shaili Kirchhoff GmbH","21 Energiewirtschaft",0.0772
23,62088,"Yana Breit GmbH & Co. KG","21 Energiewirtschaft",0.2381
23,62707,"Insa Becher GmbH","21 Energiewirtschaft",0.2596
23,65802,"Salimah Rathmann GmbH","21 Energiewirtschaft",-0.0052
23,42835,"Milena Menzel GmbH","21 Energiewirtschaft",0.3048
23,46858,"Seyedeh Ruth GmbH","21 Energiewirtschaft",0.0153
23,41215,"Hatice Pahl AG","21 Energiewirtschaft",0.4009
23,67541,"Simina Kloß GmbH & Co. KG","21 Energiewirtschaft",-0.0028
23,67542,"Sawyer Würfel GmbH","21 Energiewirtschaft",0.0191
23,48552,"Evin Voigtländer GmbH & Co. KG","21 Energiewirtschaft",0.0927
23,40120,"Hasan Klages AG","21 Energiewirtschaft",0.0225
23,45351,"Ilef Ruhland AG","21 Energiewirtschaft",0.0673
23,45524,"Omobolale Scheu AG","21 Energiewirtschaft",0.0676
23,67546,"Livia Radloff GmbH","21 Energiewirtschaft",0.0373
23,68005,"Jule Hülsmann GmbH & Co. KG","21 Energiewirtschaft",0.2876
23,204534,"Emilija Funke GmbH & Co. KG","21 Energiewirtschaft",-0.0126
23,49039,"Ziba Rasche GmbH","21 Energiewirtschaft",-0.0484
23,50501,"Agnes Hauber GmbH & Co. KG","21 Energiewirtschaft",-0.0452
23,51366,"Liora Timmermann GmbH","21 Energiewirtschaft",0.0341
23,54479,"Julie-Margó Lentz GmbH","21 Energiewirtschaft",0.4158
